ENG_fascist_dictatorship;The Union of Britain;;;;;;;;;;;;;
ENG_presidential_dictatorship;The British Commonwealth;;;;;;;;;;;;;
ENG_prussian_constitutionalism;The United Kingdom;;;;;;;;;;;;;
ENG_reactionary;High Tories;;;;;;;;;;;;;
ENL_ADJ;English;;;;;;;;;;;;;
ENL;England;;;;;;;;;;;;;
ENT_ADJ;Entrerriano;;;;;;;;;;;;;
ENT_anarcho_liberal;Partido Radical;;;;;;;;;;;;;
ENT_communist;Partido Communista;;;;;;;;;;;;;
ENT_conservative_2;Partido Federalista;;;;;;;;;;;;;
ENT_conservative_3;UniÛn CÌvica de Entre Rios;;;;;;;;;;;;;
ENT_conservative;Federalistas;;;;;;;;;;;;;
ENT;Entre Rios;;;;;;;;;;;;;
ENT_fascist;Partido Fascista;;;;;;;;;;;;;
ENT_liberal_2;Partido Democracia;;;;;;;;;;;;;
ENT_liberal_3;Liberales;;;;;;;;;;;;;
ENT_liberal;Partido Liberal;;;;;;;;;;;;;
ENT_reactionary;Partido Nacionalista;;;;;;;;;;;;;
ENT_socialist_2;Partido Socialista;;;;;;;;;;;;;
ENT_socialist;Partido Azul;;;;;;;;;;;;;
EQG_absolute_monarchy_ADJ;Mokian;;;;;;;;;;;;;
EQG_absolute_monarchy;Moka;;;;;;;;;;;;;
EQG_ADJ;Equatoguinean;;;;;;;;;;;;;
EQG_anarcho_liberal;Popular Action;;;;;;;;;;;;;
EQG_communist;United National Workers' Party;;;;;;;;;;;;;
EQG_conservative;Popular Union;;;;;;;;;;;;;
EQG;Equatorial Guinea;;;;;;;;;;;;;
EQG_fascist;Movement of National Union;;;;;;;;;;;;;
EQG_liberal;Progressive Democratic Alliance;;;;;;;;;;;;;
EQG_reactionary_2;PDGE;;;;;;;;;;;;;
EQG_reactionary;Bubi Union;;;;;;;;;;;;;
EQG_socialist;Popular Idea;;;;;;;;;;;;;
ERT_ADJ;Eritrean;;;;;;;;;;;;;
ERT_anarcho_liberal;The Radical Faction;;;;;;;;;;;;;
ERT_communist;The Communist Faction;;;;;;;;;;;;;
ERT_conservative;Royal Faction;;;;;;;;;;;;;
ERT;Eritrea;;;;;;;;;;;;;
ERT_fascist;The Fascist Faction;;;;;;;;;;;;;
ERT_liberal;The Liberal Faction;;;;;;;;;;;;;
ERT_reactionary;The Nationalist Faction;;;;;;;;;;;;;
ERT_socialist;The Socialist Faction;;;;;;;;;;;;;
EST_anarcho_liberal;Radikaal-Demokraatlik Erakond;;;;;;;;;;;;;
EST_communist;Eestimaa Kommunistlik Partei;;;;;;;;;;;;;
EST_conservative_2;Kristlik Rahvaerakond;;;;;;;;;;;;;
EST_conservative;Pıllumeeste Kogud;;;;;;;;;;;;;
EST_fascist;Vabadussıjalased;;;;;;;;;;;;;
EST_liberal;Asunikkude Partei;;;;;;;;;;;;;
EST_reactionary_2;Isamaaliit;;;;;;;;;;;;;
EST_reactionary;Eesti Rojalistlik Partei;;;;;;;;;;;;;
EST_socialist_2;Eesti Tˆˆerakond;;;;;;;;;;;;;
EST_socialist;Eesti Sotsialistlik Tˆˆliste Partei;;;;;;;;;;;;;
EZO_ADJ;Ezo;;;;;;;;;;;;;
EZO_anarcho_liberal;Radical Party;;;;;;;;;;;;;
EZO_communist;Communist Party;;;;;;;;;;;;;
EZO_conservative;Shinsengumi;;;;;;;;;;;;;
EZO_democracy;The Republic of Ezo;;;;;;;;;;;;;
EZO;Ezo;;;;;;;;;;;;;
EZO_fascist_dictatorship;The Shogunate;;;;;;;;;;;;;
EZO_fascist;Kokutai Faction;;;;;;;;;;;;;
EZO_liberal;Shishi;;;;;;;;;;;;;
EZO_presidential_dictatorship;The Republic of Ezo;;;;;;;;;;;;;
EZO_proletarian_dictatorship;The People's Republic of Ezo;;;;;;;;;;;;;
EZO_reactionary;Bakufu Faction;;;;;;;;;;;;;
EZO_socialist;Progressive Party;;;;;;;;;;;;;
FDL_ADJ;Fadhlii;;;;;;;;;;;;;
FDL;Fadhli;;;;;;;;;;;;;
FIJ_ADJ;Fijian;Fijian;Fijian;;;;;;;;;;;
FIJ;Fiji;Fiji;Fiji;;;;;;;;;;;
FIN_fascist;Is‰nmaallinen kansanliike;;;;;;;;;;;;;
finnougric;Finno-Ugric;;;;;;;;;;;;;
FIU_ADJ;Fiumani;Fiumani;Fiumani;;;;;;;;;;;
FIU_anarcho_liberal;Radicali;Radical;Radikal;;;;;;;;;;;
FIU_bourgeois_dictatorship;Carnaro;;;;;;;;;;;;;
FIU_communist;Partito Comunista di Fiume;Partito Comunista di Fiume;Partito Comunista di Fiume;;;;;;;;;;;
FIU_conservative;Partito Autonomo;Partito Autonomo;Partito Autonomo;;;;;;;;;;;
FIU_democracy;Free State of Fiume;êtat libre de Fiume;Freistaat Fiume;;;;;;;;;;;
FIU_fascist_dictatorship;Carnaro;;;;;;;;;;;;;
FIU_fascist;Fascisti;Fasciste;Faschistisch;;;;;;;;;;;
FIU;Fiume;Fiume;Fiume;;;;;;;;;;;
FIU_liberal;Partito Liberale;Partito Liberale;Partito Liberale;;;;;;;;;;;
FIU_presidential_dictatorship;Carnaro;;;;;;;;;;;;;
FIU_reactionary;Nazionalisti;Nazionalisti;Nazionalisti;;;;;;;;;;;
FIU_socialist;Partito Socialista di Fiume;Partito Socialista di Fiume;Partito Socialista di Fiume;;;;;;;;;;;
FJN_ADJ;Fujian;;;;;;;;;;;;;
FJN_anarcho_liberal;Freedom Party;Parti de la libertÈ;Freiheitspartei;;;;;;;;;;;
FJN_communist;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei China;;;;;;;;;;;
FJN_conservative;Kuomintang Faction;Faction Kuomintang;Guomintang-Fraktion;;;;;;;;;;;
FJN_fascist_dictatorship_ADJ;Min;;;;;;;;;;;;;
FJN_fascist_dictatorship;Min Republic;;;;;;;;;;;;;
FJN_fascist;Min Party;Parti fasciste;Faschistische Partei;;;;;;;;;;;
FJN;Fujian;;;;;;;;;;;;;
FJN_liberal;Liberal Party;Parti libÈral;Liberale Partei;;;;;;;;;;;
FJN_presidential_dictatorship;Fujian Clique;;;;;;;;;;;;;
FJN_reactionary;Beiyang Faction;Faction Rongting;Rongting-Fraktion;;;;;;;;;;;
FJN_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
forest_bantu;Northwest Bantu;;;;;;;;;;;;;
FRA_anarcho_liberal;RÈpublicain Radical;;;;;;;;;;;;;
FRA_conservative_2;Bonapartiste;Bonapartiste;Bonapartiste;;Bonapartiste;;;;;;;;;
FRA_conservative_3;RÈpublicain modÈrÈ;RÈpublicain modÈrÈ;RÈpublicain modÈrÈ;;RÈpublicain modÈrÈ;;;;;;;;;
FRA_conservative_4;OrlÈaniste;OrlÈaniste;OrlÈaniste;;OrlÈaniste;;;;;;;;;
FRA_conservative_5;Royaliste;Royaliste;Royaliste;;Royaliste;;;;;;;;;
FRA_conservative;OrlÈaniste;OrlÈaniste;OrlÈaniste;;OrlÈaniste;;;;;;;;;
FRA_fascist;Parti Franciste;;;;;;;;;;;;;
FRA_liberal_2;Union libÈrale;;;;;;;;;;;;;
FRA_liberal_3;RÈpublicain libÈrale;;;;;;;;;;;;;
FRA_liberal;RÈpublicain;RÈpublicain;RÈpublicain;;RÈpublicain;;;;;;;;;
FRA_reactionary_2;Droite Nationaliste;;;;;;;;;;;;;
FRO_ADJ;Faroese;;;;;;;;;;;;;
FRO_anarcho_liberal;Vinnuflokkurin;;;;;;;;;;;;;
FRO_communist;Kommunistiski Flokkur F¯roya;;;;;;;;;;;;;
FRO_conservative;Sambandsflokkurin;;;;;;;;;;;;;
FRO;Faroe Islands;;;;;;;;;;;;;
FRO_fascist;Loysingarflokkurin;;;;;;;;;;;;;
FRO_liberal;Sj·lvst˝risflokkurin;;;;;;;;;;;;;
FRO_reactionary;Hin F¯royski Flokkurin;;;;;;;;;;;;;
FRO_socialist;Javnaarflokkurin;;;;;;;;;;;;;
FSA_absolute_monarchy;The Free American Empire;;;;;;;;;;;;;
FSA_ADJ;American;;;;;;;;;;;;;
FSA_proletarian_dictatorship;The Free American Republic;;;;;;;;;;;;;
FSA_prussian_constitutionalism;The Free American Empire;;;;;;;;;;;;;
FSA;The Free States of America;;;;;;;;;;;;;
FSM_ADJ;Micronesian;Micronesian;Micronesian;;;;;;;;;;;
FSM_anarcho_liberal;Radical Party;Radical Party;Radical Party;;;;;;;;;;;
FSM_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
FSM_conservative;Conservative Party;Conservative Party;Conservative Party;;;;;;;;;;;
FSM_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;
FSM_liberal;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
FSM;Micronesia;Micronesia;Micronesia;;;;;;;;;;;
FSM_reactionary;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;
FSM_socialist;Labour Party;Labour Party;Labour Party;;;;;;;;;;;
GAB_ADJ;Gabonese;;;;;;;;;;;;;
GAB_anarcho_liberal;Defense of Gabonese Interests;;;;;;;;;;;;;
GAB_communist;Union, Work, Progress;;;;;;;;;;;;;
GAB_conservative;Democratic and Social Union;;;;;;;;;;;;;
GAB_fascist;People's Unity Party;;;;;;;;;;;;;
GAB;Gabon;;;;;;;;;;;;;
GAB_liberal;Circle of Liberal Reformers;;;;;;;;;;;;;
GAB_reactionary;Gabonese Democratic Bloc;;;;;;;;;;;;;
GAB_socialist;Young Gabonese;;;;;;;;;;;;;
galicio_asturian;Galicio-Asturian;Galicio-Asturien;Galicisch-Asturisch;;;;;;;;;;;
GAZ_ADJ;Nguni;;;;;;;;;;;;;
GAZ_anarcho_liberal;Freedom Faction;;;;;;;;;;;;;
GAZ_communist;Communist Party;;;;;;;;;;;;;
GAZ_conservative;King's Faction;;;;;;;;;;;;;
GAZ_fascist;Fascist Faction;;;;;;;;;;;;;
GAZ;Gaza;;;;;;;;;;;;;
GAZ_liberal;Reform Faction;;;;;;;;;;;;;
GAZ_reactionary;Traditionalist faction;;;;;;;;;;;;;
GAZ_socialist;People's Front;;;;;;;;;;;;;
GBU_absolute_monarchy_ADJ;Gabuan;;;;;;;;;;;;;
GBU_absolute_monarchy;Gabu;;;;;;;;;;;;;
GBU_ADJ;Bissau-Guinean;;;;;;;;;;;;;
GBU_anarcho_liberal;Democratic Party of Progress;;;;;;;;;;;;;
GBU_communist;African Party of Independence;;;;;;;;;;;;;
GBU_conservative_2;Democratic Front;;;;;;;;;;;;;
GBU_conservative;Mansaba Faction;Faction Mansaba;Mansaba Fraktion;;;;;;;;;;;
GBU_fascist;Bafat· Movement;;;;;;;;;;;;;
GBU;Guinea-Bissau;;;;;;;;;;;;;
GBU_liberal_2;Party for Social Renewal;;;;;;;;;;;;;
GBU_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;
GBU_reactionary_2;Guinean Civic Forum;;;;;;;;;;;;;
GBU_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;
GBU_socialist;Struggle Front for Independence;;;;;;;;;;;;;
GCO_absolute_monarchy_ADJ;New Granadan;;;;;;;;;;;;;
GCO_absolute_monarchy;New Granada;;;;;;;;;;;;;
GCO_ADJ;Colombian;;;;;;;;;;;;;
GCO_communist;Partido Communista;;;;;;;;;;;;;
GCO_fascist;Partido Fascista;;;;;;;;;;;;;
GCO;Gran Colombia;;;;;;;;;;;;;
GCO_hms_government_ADJ;New Granadan;;;;;;;;;;;;;
GCO_hms_government;New Granada;;;;;;;;;;;;;
GCO_prussian_constitutionalism_ADJ;New Granadan;;;;;;;;;;;;;
GCO_prussian_constitutionalism;New Granada;;;;;;;;;;;;;
GEL_ADJ;Geledi;Geledien;Geledisch;;;;;;;;;;;
GEL_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facciÛn radical;;;;;;;;;
GEL_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facciÛn comunista;;;;;;;;;
GEL_conservative;Sheikal Faction;Faction Sheikal;Scheichsfraktion;;FacciÛn de jeques;;;;;;;;;
GEL_fascist;The Greater Somalia Faction;La Faction Grande Somalie;Die Grˆﬂere Somalia Fraktion;;El Gran Somalia FacciÛn;;;;;;;;;
GEL;Geledi;Geledi;Geledi;;Geledi;;;;;;;;;
GEL_liberal;The Liberal Faction;Faction libÈrale;Die liberale Fraktion;;La facciÛn liberal;;;;;;;;;
GEL_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facciÛn nacionalista;;;;;;;;;
GEL_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facciÛn socialista;;;;;;;;;
GEO_anarcho_liberal;Sakartvelos Gza;;;;;;;;;;;;;
GEO_communist;Sakartvelos Komunisturi;;;;;;;;;;;;;
GEO_conservative;Demokratiuli Modzraoba;;;;;;;;;;;;;
GEO_fascist;Erovnuli Sotsialisturi;;;;;;;;;;;;;
GEO_liberal;Sakartvelos Respublikuri;;;;;;;;;;;;;
GEO_reactionary;Natsionaluri Modzraoba;;;;;;;;;;;;;
GEO_socialist;Sakartvelos Leiboristuli;;;;;;;;;;;;;
GER_fascist;NSDAP;;;;;;;;;;;;;
GER_hms_government;The German Empire;;;;;;;;;;;;;
GHN_ADJ;Ghanaian;Ghanaian;Ghanaisch;;GhanÈs;;;;;;;;;
GHN;Ghana;Ghana;Ghana;;Ghana;;;;;;;;;
GLC_ADJ;Galician;;;;;;;;;;;;;
GLC_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;;;;;;;;;;
GLC_communist;FederaciÛn Regional;FederaciÛn Regional;FederaciÛn Regional;;;;;;;;;;;
GLC_conservative;Partido Moderado;Partido Moderado;Partido Moderado;;;;;;;;;;;
GLC_fascist;Partido Fascist;Falange;Falange;;;;;;;;;;;
GLC;Galicia;;;;;;;;;;;;;
GLC_liberal;Partido Progresista;Partido Progresista;Partido Progresista;;;;;;;;;;;
GLC_reactionary;Partido Nationalist;ComuniÛn Carlista;ComuniÛn Carlista;;;;;;;;;;;
GLC_socialist;Partido Socialista;Partido Socialista;Partido Socialista;;;;;;;;;;;
GLM_ADJ;Galician;Galicien;Galiziener;;Galiciano;;;;;;;;;
GLM_anarcho_liberal;Partia Radykalna;;;;;;;;;;;;;x;;;;
GLM_communist;Komunistyczna Partia Zachodniej Galicji;;;;;;;;;;;;;x;;;;
GLM_conservative;Partia Ludowa;;;;;;;;;;;;;x;;;;
GLM_fascist;Partia Faszystowska;Faction fasciste;Die faschistische Fraktion;;La FacciÛn Fascista;;;;;;;;;x;;;;
GLM;Galicia-Lodomeria;Galicie-Lodomerie;Galizien-Lodomerien;;Galitzia-Lodomeria;;;;;;;;;
GLM_liberal;Narodowa Partia Demokratyczna;;;;;;;;;;;;;x;;;;
GLM_reactionary;Partia Chrzescijansko-Spoleczna;;;;;;;;;;;;;x;;;;
GLM_socialist;Polska Partia Socjaldemokratyczna;;;;;;;;;;;;;x;;;;
GMB_ADJ;Gambian;;;;;;;;;;;;;
GMB_anarcho_liberal;National Convention Party;;;;;;;;;;;;;
GMB_communist;Gambian People's Party;;;;;;;;;;;;;
GMB_conservative;Democratic Party;;;;;;;;;;;;;
GMB_fascist;Gambia Congress Party;;;;;;;;;;;;;
GMB;Gambia;;;;;;;;;;;;;
GMB_liberal;United Party;;;;;;;;;;;;;
GMB_reactionary;Muslim Congress Party;;;;;;;;;;;;;
GMB_socialist;People's Progressive Party;;;;;;;;;;;;;
GMJ_ADJ;Guominjun;;;;;;;;;;;;;
GMJ_anarcho_liberal;Freedom Party;Parti de la libertÈ;Freiheitspartei;;;;;;;;;;;
GMJ_communist;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei China;;;;;;;;;;;
GMJ_conservative;Kuomintang Faction;Faction Kuomintang;Guomintang-Fraktion;;;;;;;;;;;
GMJ_fascist;Fascist Party;Parti fasciste;Faschistische Partei;;;;;;;;;;;
GMJ;Guominjun;;;;;;;;;;;;;
GMJ_liberal;Liberal Party;Parti libÈral;Liberale Partei;;;;;;;;;;;
GMJ_reactionary;Beiyang Faction;Faction Rongting;Rongting-Fraktion;;;;;;;;;;;
GMJ_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
GNE_ADJ;Guinean;;;;;;;;;;;;;
GNE_anarcho_liberal;Union for the Progress;;;;;;;;;;;;;
GNE_communist;Guinean People's Assembly;;;;;;;;;;;;;
GNE_conservative;African Bloc of Guinea;;;;;;;;;;;;;
GNE_fascist;National Union for the Prosperity;;;;;;;;;;;;;
GNE;Guinea;;;;;;;;;;;;;
GNE_liberal;Union for Progress and Renewal;;;;;;;;;;;;;
GNE_reactionary;Democratic Party of Guinea;;;;;;;;;;;;;
GNE_socialist;Socialist Democracy of Guinea;;;;;;;;;;;;;
GNG_ADJ;Guangdong;;;;;;;;;;;;;
GNG_anarcho_liberal;Freedom Party;Parti de la libertÈ;Freiheitspartei;;;;;;;;;;;
GNG_communist;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei China;;;;;;;;;;;
GNG_conservative;Kuomintang Faction;Faction Kuomintang;Guomintang-Fraktion;;;;;;;;;;;
GNG_fascist;Fascist Party;Parti fasciste;Faschistische Partei;;;;;;;;;;;
GNG;Guangdong;;;;;;;;;;;;;
GNG_liberal;Liberal Party;Parti libÈral;Liberale Partei;;;;;;;;;;;
GNG_presidential_dictatorship;Guangdong Clique;;;;;;;;;;;;;
GNG_reactionary;Beiyang Faction;Faction Rongting;Rongting-Fraktion;;;;;;;;;;;
GNG_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
GON_ADJ;Amhara;Amhara;Amhara;;;;;;;;;;;
GON_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
GON_communist;Communist Party;Parti communiste;Kommunistische Partei;;;;;;;;;;;
GON_conservative;Imperial Faction;Faction impÈriale;Imperialen Fraktion;;;;;;;;;;;
GON_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
GON;Gonder;Gonder;Gonder;;Gonder;;;;;;;;;
GON_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;
GON_reactionary;Ras Faction;Faction Ras;Ras Fraktion;;;;;;;;;;;
GON_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
GRA_ADJ;Grenadian;;;;;;;;;;;;;
GRA;Grenada;;;;;;;;;;;;;
GRE_anarcho_liberal;EthnikÛn RizospastikÛn KÛmma;;;;;;;;;;;;;
GRE_communist;KommounistikÛ KÛmma Ell·das;;;;;;;;;;;;;
GRE_conservative_2;KÛmma EthnikÛfronon;;;;;;;;;;;;;
GRE_conservative;SyntagmatikÛ KÛmma;;;;;;;;;;;;;
GRE_fascist;Ethniki Enosis Ellados;;;;;;;;;;;;;
GRE_liberal_2;NeoteristikÛn KÛmma;;;;;;;;;;;;;
GRE_liberal;EthnikÛ KÛmma;;;;;;;;;;;;;
GRE_reactionary;KÛmma ton NapaÌon;;;;;;;;;;;;;
GRE_socialist;SosialistikÛ KÛmma Ell·das;;;;;;;;;;;;;
GRN_ADJ;Greenlandic;;;;;;;;;;;;;
GRN;Greenland;;;;;;;;;;;;;
guajiro;Wayuu;;;;;;;;;;;;;
gur;Gur;;;;;;;;;;;;;
GUY_ADJ;Guyanese;;;;;;;;;;;;;
GUY_anarcho_liberal;American Faction;;;;;;;;;;;;;
GUY_communist;British Guiana Labour Union;;;;;;;;;;;;;
GUY_conservative;Dutch Faction;;;;;;;;;;;;;
GUY_fascist;Unity Party;;;;;;;;;;;;;
GUY;Guyana;;;;;;;;;;;;;
GUY_liberal;French Faction;;;;;;;;;;;;;
GUY_reactionary;British Faction;;;;;;;;;;;;;
GUY_socialist;Ruimveldt Party;;;;;;;;;;;;;
GXI_presidential_dictatorship;Guangxi Clique;Clique de Guangxi;Guangxi-Clique;;;;;;;;;;;
HAI_anarcho_liberal;Parti Radical;;;;;;;;;;;;;
HAI_communist;Parti Communiste Haitien;;;;;;;;;;;;;
HAI_conservative;Parti National;;;;;;;;;;;;;
HAI_fascist;Parti Fasciste;;;;;;;;;;;;;
HAI_liberal;Parti Liberal;;;;;;;;;;;;;
HAI_reactionary;Haitien Nationaliste Parti;;;;;;;;;;;;;
HAI_socialist;Parti Socialiste;;;;;;;;;;;;;
HAL_ADJ;Haili;;;;;;;;;;;;;
HAL_anarcho_liberal;Al Anarkiliberali;;;;;;;;;;;;;
HAL_communist;Al-Hizb al-Shuyui al-Urduni;;;;;;;;;;;;;
HAL_conservative;Hizb al-Wasat al-Islami;;;;;;;;;;;;;
HAL_fascist;Hizb al-Mustaqbal;;;;;;;;;;;;;
HAL;Ha'il;;;;;;;;;;;;;
HAL_liberal;Yasari-d-al-Dimaqrati al-Urduni;;;;;;;;;;;;;
HAL_reactionary;Hizb al-Hashemiyya al-Urduni;;;;;;;;;;;;;
HAL_socialist;Hizb al-Baath al-Ishtiraki al-Urduni;;;;;;;;;;;;;
HAR_ADJ;Harari;Hararienne;Hararische;;;;;;;;;;;
HAR_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
harari;Habesha;;;;;;;;;;;;;
HAR_communist;Communist Party;Parti communiste;Kommunistische Partei;;;;;;;;;;;
HAR_conservative;Emir's Faction;Faction Emir;Emir Fraktion;;;;;;;;;;;
HAR_fascist;Islamic Party;Parti islamique;Islamische Partei;;;;;;;;;;;
HAR;Harar;Harar;Harar;;Harar;;;;;;;;;
HAR_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;
HAR_reactionary;Religious Faction;Faction religieuse;Religiˆse Fraktion;;;;;;;;;;;
HAR_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
HBY_ADJ;Somali;;;;;;;;;;;;;
HBY;Hobyo;;;;;;;;;;;;;
HDU_ADJ;Hindustani;;;;;;;;;;;;;
HDU;Hindustan;;;;;;;;;;;;;
HNN_ADJ;Hunan;;;;;;;;;;;;;
HNN_anarcho_liberal;Freedom Party;Parti de la libertÈ;Freiheitspartei;;;;;;;;;;;
HNN_communist;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei China;;;;;;;;;;;
HNN_conservative;Kuomintang Faction;Faction Kuomintang;Guomintang-Fraktion;;;;;;;;;;;
HNN_fascist;Fascist Party;Parti fasciste;Faschistische Partei;;;;;;;;;;;
HNN;Hunan;;;;;;;;;;;;;
HNN_liberal;Liberal Party;Parti libÈral;Liberale Partei;;;;;;;;;;;
HNN_presidential_dictatorship;Hunan Clique;;;;;;;;;;;;;
HNN_reactionary;Beiyang Faction;Faction Rongting;Rongting-Fraktion;;;;;;;;;;;
HNN_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
HOL_anarcho_liberal;Radicale Partij;;;;;;;;;;;;;
HOL_fascist;Verbond Van Actualisten;;;;;;;;;;;;;
HOL_socialist_1;Sociaal-Democratische Vereeniging;;;;;;;;;;;;;
HOL_socialist_2;Sociaal-Democratische Bond;;;;;;;;;;;;;
HOL_socialist_3;Sociaal Democratische Arbeiders Partij;;;;;;;;;;;;;
HTY_ADJ;Turkomani;;;;;;;;;;;;;
HTY;Turkmeneli;;;;;;;;;;;;;
HUI_ADJ;Anhui;;;;;;;;;;;;;
HUI_anarcho_liberal;Freedom Party;Parti de la libertÈ;Freiheitspartei;;;;;;;;;;;
HUI;Anhui;;;;;;;;;;;;;
HUI_communist;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei China;;;;;;;;;;;
HUI_conservative;Kuomintang Faction;Faction Kuomintang;Guomintang-Fraktion;;;;;;;;;;;
HUI_fascist;Fascist Party;Parti fasciste;Faschistische Partei;;;;;;;;;;;
HUI_liberal;Liberal Party;Parti libÈral;Liberale Partei;;;;;;;;;;;
HUI_presidential_dictatorship;Anhui Clique;;;;;;;;;;;;;
HUI_reactionary;Beiyang Faction;Faction Rongting;Rongting-Fraktion;;;;;;;;;;;
HUI_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
IBR_ADJ;Iberian;;;;;;;;;;;;;
IBR;Iberia;;;;;;;;;;;;;
INO_ADJ;Indonesian;IndonÈsienne;Indonesisch;;Indonesio;;;;;;;;;
INO_anarcho_liberal;Partai Nasdem;;;;;;;;;;;;;
INO_communist;Partai Komunis Indonesia;;;;;;;;;;;;;
INO_conservative;Partai Golongan Karya;;;;;;;;;;;;;
INO_fascist;Partai Gerakan Indonesia Raya;;;;;;;;;;;;;
INO;Indonesia;IndonÈsie;Indonesien;;Indonesia;;;;;;;;;
INO_liberal_2;Partai Demokrat;;;;;;;;;;;;;
INO_liberal;Partai Majelis Syuro Muslimin Indonesia;;;;;;;;;;;;;
INO_reactionary;Nahdlatul Ulama;;;;;;;;;;;;;
INO_socialist_2;Partai Nasional Indonesia;;;;;;;;;;;;;
INO_socialist;Partai Sosialis Indonesia;;;;;;;;;;;;;
IOM_ADJ;Manx;Mannois;Mannisch;ManÈs;;;;;;;;;;
IOM_anarcho_liberal;Positive Action Group;Positive Action Group;Positive Action Group;;Positive Action Group;;;;;;;;;
IOM_communist;Communist Party;Communist Party;Communist Party;;Communist Party;;;;;;;;;
IOM_conservative;People's Political Association;People's Political Association;People's Political Association;;People's Political Association;;;;;;;;;
IOM_fascist;Mec Vannin;Mec Vannin;Mec Vannin;;Mec Vannin;;;;;;;;;
IOM;Isle of Man;Œle de Man;Isle of Man;;Isle of Man;;;;;;;;;
IOM_liberal;Liberal Party;Liberal Party;Liberal Party;;Liberal Party;;;;;;;;;
IOM_reactionary;National Party;National Party;National Party;;National Party;;;;;;;;;
IOM_socialist;Labour Party;Labour Party;Labour Party;;Labour Party;;;;;;;;;
ION_anarcho_liberal;EthnikÛn RizospastikÛn KÛmma;;;;;;;;;;;;;
ION_communist;KommounistikÛ KÛmma;;;;;;;;;;;;;
ION_conservative;Metarrythmistes;;;;;;;;;;;;;
ION_fascist;Ethniki Enosis;;;;;;;;;;;;;
ION_liberal;Rizospastes;;;;;;;;;;;;;
ION_reactionary;Prostasianoi;;;;;;;;;;;;;
ION_socialist;SosialistikÛ KÛmma;;;;;;;;;;;;;
IRE_communist;Communist Party of Ireland;;;;;;;;;;;;;
IRE_conservative;Irish Conservative Party;;;;;;;;;;;;;
IRE_fascist;The Blueshirts;;;;;;;;;;;;;
ITA_anarcho_liberal;L'Estrema Liberale;;;;;;;;;;;;;
ITA_bourgeois_dictatorship_ADJ;Italian;;;;;;;;;;;;;
ITA_communist;Partito Comunista d'Italia;;;;;;;;;;;;;
ITA_conservative_2;Partito Liberale Italiano;;;;;;;;;;;;;
ITA_conservative_3;Sinistra Dissidente;;;;;;;;;;;;;
ITA_conservative;La Destra;;;;;;;;;;;;;
ITA_democracy;Italy;;;;;;;;;;;;;
ITA_fascist;Partito Nazionale Fascista;;;;;;;;;;;;;
ITA_liberal_2;Partito Repubblicano Italiano;;;;;;;;;;;;;
ITA_liberal;La Sinistra;;;;;;;;;;;;;
ITA_proletarian_dictatorship_ADJ;Italian;;;;;;;;;;;;;
ITA_proletarian_dictatorship;The People's Republic of Italy;;;;;;;;;;;;;
ITA_reactionary;Fazione Monarchica;Restorationiste;Ristorazionista;;Restauracionistas;;;;;;;;;
ITA_socialist_2;Partito Socialista Italiano;;;;;;;;;;;;;
ITA_socialist;L'Estrema;;;;;;;;;;;;;
IVC_ADJ;Ivorian;;;;;;;;;;;;;
IVC_anarcho_liberal;URDIESCI;;;;;;;;;;;;;
IVC_communist;Ivorian Popular Front;;;;;;;;;;;;;
IVC_conservative;Entente of Independents;;;;;;;;;;;;;
